elevator1;1000;{"speed": 0}
elevator1;1000;{"speed": 1}
elevator1;1000;{"speed": 2}
elevator1;1000;{"speed": 4}
elevator1;1000;{"speed": 8}
elevator1;1000;{"speed": 6}
elevator1;1000;{"speed": 14}
elevator1;1000;{"speed": 12}
elevator1;1000;{"speed": 8}
elevator1;1000;{"speed": 4}
elevator1;1000;{"speed": 1}
elevator1;1000;{"speed": 2}
elevator1;1000;{"speed": 0}
elevator1;1000;{"speed": 0}
elevator1;1000;{"speed": 0}
elevator1;1000;{"speed": 0}
elevator1;1000;{"speed": 0}
elevator1;1000;{"speed": 1}
elevator1;1000;{"speed": 2}
elevator1;1000;{"speed": 4}
elevator1;1000;{"speed": 8}
elevator1;1000;{"speed": 4}
elevator1;1000;{"speed": 1}
elevator1;1000;{"speed": 0}
elevator1;1000;{"speed": 0}
elevator1;1000;{"speed": 0}
elevator1;1000;{"speed": 0}
elevator1;1000;{"speed": 0}
elevator1;1000;{"speed": 0}
elevator1;1000;{"speed": 0}
elevator1;1000;{"speed": 0}
elevator1;1000;{"speed": 0}
elevator1;1000;{"speed": 0}
elevator1;1000;{"speed": 0}
elevator1;1000;{"speed": 1}
elevator1;1000;{"speed": 2}
elevator1;1000;{"speed": 4}
elevator1;1000;{"speed": 8}
elevator1;1000;{"speed": 16}
elevator1;1000;{"speed": 14}
elevator1;1000;{"speed": 12}
elevator1;1000;{"speed": 8}
