dresses;1000;{stocks: 100}
dresses;1000;{stocks: 20}
dresses;1000;{stocks: 21}
dresses;1000;{stocks: 40}
dresses;1000;{stocks: 10}
dresses;1000;{stocks: 22}
dresses;1000;{stocks: 23}
dresses;1000;{stocks: 40}
dresses;1000;{stocks: 60}
dresses;1000;{stocks: 70}
dresses;1000;{stocks: 52}
dresses;1000;{stocks: 40}
dresses;1000;{stocks: 20}
dresses;1000;{stocks: 23}
dresses;1000;{stocks: 24}
dresses;1000;{stocks: 4}
dresses;1000;{stocks: 10}
dresses;1000;{stocks: 20}
dresses;1000;{stocks: 2}
dresses;1000;{stocks: 40}
dresses;1000;{stocks: 90}
dresses;1000;{stocks: 20}
dresses;1000;{stocks: 2}
dresses;1000;{stocks: 4}
dresses;1000;{stocks: 60}
dresses;1000;{stocks: 54}
dresses;1000;{stocks: 24}
dresses;1000;{stocks: 40}
dresses;1000;{stocks: 60}
dresses;1000;{stocks: 30}
dresses;1000;{stocks: 8}
dresses;1000;{stocks: 7}

