dresses;1000;{stocks:20}
dresses;1000;{stocks:32}
dresses;1000;{stocks:19}
dresses;1000;{stocks:46}
dresses;1000;{stocks:1}
dresses;1000;{stocks:70}
dresses;1000;{stocks:20}
dresses;1000;{stocks:40}
dresses;1000;{stocks:80}
dresses;1000;{stocks:50}
dresses;1000;{stocks:10}
dresses;1000;{stocks:22}
dresses;1000;{stocks:18}
dresses;1000;{stocks:6}
dresses;1000;{stocks:10}
dresses;1000;{stocks:22}
dresses;1000;{stocks:18}
dresses;1000;{stocks:6}
dresses;1000;{stocks:50}
dresses;1000;{stocks:52}
dresses;1000;{stocks:58}
dresses;1000;{stocks:56}
dresses;1000;{stocks:50}
dresses;1000;{stocks:22}
dresses;1000;{stocks:1}
dresses;1000;{stocks:6}

