car1;1000;{"speed": 2}
car1;1000;{"speed": 8}
car1;1000;{"speed": 2}
car1;1000;{"speed": 8}
car1;1000;{"speed": 2}
car1;1000;{"speed": 3}
car1;1000;{"speed": 6}
car1;1000;{"speed": 8}
car1;1000;{"speed": 8}
car1;1000;{"speed": 9}
car1;1000;{"speed": 10}
car1;1000;{"speed": 8}
car1;1000;{"speed": 12}
car1;1000;{"speed": 16}
car1;1000;{"speed": 12}
car1;1000;{"speed": 17}
car1;1000;{"speed": 12}
car1;1000;{"speed": 19}
car1;1000;{"speed": 22}
car1;1000;{"speed": 28}
car1;1000;{"speed": 21}
car1;1000;{"speed": 28}
car1;1000;{"speed": 23}
car1;1000;{"speed": 38}
car1;1000;{"speed": 35}
car1;1000;{"speed": 38}
car1;1000;{"speed": 39}
car1;1000;{"speed": 33}
car1;1000;{"speed": 42}
car1;1000;{"speed": 58}
car1;1000;{"speed": 52}
car1;1000;{"speed": 53}
car1;1000;{"speed": 52}
car1;1000;{"speed": 54}
car1;1000;{"speed": 52}
car1;1000;{"speed": 45}
car1;1000;{"speed": 52}
car1;1000;{"speed": 56}
car1;1000;{"speed": 62}
car1;1000;{"speed": 59}
car1;1000;{"speed": 42}
car1;1000;{"speed": 48}
car1;1000;{"speed": 50}
car1;1000;{"speed": 58}
car1;1000;{"speed": 51}
car1;1000;{"speed": 56}
car1;1000;{"speed": 62}
car1;1000;{"speed": 64}
car1;1000;{"speed": 62}
car1;1000;{"speed": 63}
car1;1000;{"speed": 67}
car1;1000;{"speed": 72}
car1;1000;{"speed": 68}
car1;1000;{"speed": 70}
